Image ID	Data Group	Block ID	Captured Date	File Location	ScanScope ID
110687	Human IBD Samples	MS-15-21709_H1	1/29/18 19:15	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110687.svs	WPRDUSBNR5BZ1
110688	Human IBD Samples	MS-15-21709_I1	1/29/18 19:15	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110688.svs	WPRDUSBNR5BZ1
110689	Human IBD Samples	MS-15-12510_C1	1/29/18 19:16	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110689.svs	WPRDUSBNR5BZ1
110691	Human IBD Samples	MS-15-12510_D1	1/29/18 19:17	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110691.svs	WPRDUSBNR5BZ1
110692	Human IBD Samples	MS-15-12510_E1	1/29/18 19:17	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110692.svs	WPRDUSBNR5BZ1
110693	Human IBD Samples	MS-15-14486_E1	1/29/18 19:18	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110693.svs	WPRDUSBNR5BZ1
110694	Human IBD Samples	MS-15-14486_F1	1/29/18 19:19	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110694.svs	WPRDUSBNR5BZ1
110695	Human IBD Samples	MS-15-12233_C1	1/29/18 19:20	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110695.svs	WPRDUSBNR5BZ1
110696	Human IBD Samples	MS-15-12233_D1	1/29/18 19:20	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110696.svs	WPRDUSBNR5BZ1
110698	Human IBD Samples	MS-16-06577_I1	1/29/18 19:21	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110698.svs	WPRDUSBNR5BZ1
110699	Human IBD Samples	MS-16-06577_J1	1/29/18 19:22	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110699.svs	WPRDUSBNR5BZ1
110701	Human IBD Samples	MS-16-06619_G1	1/29/18 19:23	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110701.svs	WPRDUSBNR5BZ1
110702	Human IBD Samples	MS-16-06619_H1	1/29/18 19:23	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110702.svs	WPRDUSBNR5BZ1
110703	Human IBD Samples	MS-15-12827_C1	1/29/18 19:24	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110703.svs	WPRDUSBNR5BZ1
110704	Human IBD Samples	MS-15-12827_D1	1/29/18 19:25	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110704.svs	WPRDUSBNR5BZ1
110706	Human IBD Samples	MS-15-12534_A1	1/29/18 19:25	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110706.svs	WPRDUSBNR5BZ1
110707	Human IBD Samples	MS-15-12534_B1	1/29/18 19:26	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110707.svs	WPRDUSBNR5BZ1
110708	Human IBD Samples	MS-15-13215_B1	1/29/18 19:27	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110708.svs	WPRDUSBNR5BZ1
110709	Human IBD Samples	MS-15-13215_C1	1/29/18 19:27	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110709.svs	WPRDUSBNR5BZ1
110711	Human IBD Samples	MS-15-13630_F1	1/29/18 19:29	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110711.svs	WPRDUSBNR5BZ1
110712	Human IBD Samples	MS-15-13666_E1	1/29/18 19:30	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110712.svs	WPRDUSBNR5BZ1
110713	Human IBD Samples	MS-15-13666_F1	1/29/18 19:30	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110713.svs	WPRDUSBNR5BZ1
110714	Human IBD Samples	MS-15-13883_C1	1/29/18 19:31	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110714.svs	WPRDUSBNR5BZ1
110715	Human IBD Samples	MS-15-13883_D1	1/29/18 19:32	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110715.svs	WPRDUSBNR5BZ1
110717	Human IBD Samples	MS-15-13915_G1	1/29/18 19:33	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110717.svs	WPRDUSBNR5BZ1
110718	Human IBD Samples	MS-15-13915_F1	1/29/18 19:33	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110718.svs	WPRDUSBNR5BZ1
110719	Human IBD Samples	MS-15-18331_D1	1/29/18 19:34	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110719.svs	WPRDUSBNR5BZ1
110720	Human IBD Samples	MS-15-18331_E1	1/29/18 19:35	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110720.svs	WPRDUSBNR5BZ1
110721	Human IBD Samples	MS-15-18237_D1	1/29/18 19:36	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110721.svs	WPRDUSBNR5BZ1
110723	Human IBD Samples	MS-15-18101_D1	1/29/18 19:37	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110723.svs	WPRDUSBNR5BZ1
110725	Human IBD Samples	MS-15-21716_I1	1/29/18 19:38	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110725.svs	WPRDUSBNR5BZ1
110727	Human IBD Samples	MS-15-18841_E1	1/29/18 19:39	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110727.svs	WPRDUSBNR5BZ1
110728	Human IBD Samples	MS-15-22779_B1	1/29/18 19:40	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110728.svs	WPRDUSBNR5BZ1
110729	Human IBD Samples	MS-15-22779_C1	1/29/18 19:41	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110729.svs	WPRDUSBNR5BZ1
110730	Human IBD Samples	MS-15-28167_E1	1/29/18 19:42	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110730.svs	WPRDUSBNR5BZ1
110731	Human IBD Samples	MS-15-28167_F1	1/29/18 19:42	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110731.svs	WPRDUSBNR5BZ1
110732	Human IBD Samples	MS-15-28167_G1	1/29/18 19:43	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110732.svs	WPRDUSBNR5BZ1
110733	Human IBD Samples	MS-15-20963_D1	1/29/18 19:44	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110733.svs	WPRDUSBNR5BZ1
110734	Human IBD Samples	MS-15-20963_E1	1/29/18 19:45	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110734.svs	WPRDUSBNR5BZ1
110735	Human IBD Samples	MS-15-20249_L1	1/29/18 19:46	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110735.svs	WPRDUSBNR5BZ1
110736	Human IBD Samples	MS-15-20249_M1	1/29/18 19:46	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110736.svs	WPRDUSBNR5BZ1
110737	Human IBD Samples	MS-15-20249_N1	1/29/18 19:47	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110737.svs	WPRDUSBNR5BZ1
110738	Human IBD Samples	MS-15-22278_F1	1/29/18 19:48	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110738.svs	WPRDUSBNR5BZ1
110739	Human IBD Samples	MS-15-22278_G1	1/29/18 19:48	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110739.svs	WPRDUSBNR5BZ1
110741	Human IBD Samples	MS-15-22278_H1	1/29/18 19:49	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110741.svs	WPRDUSBNR5BZ1
110742	Human IBD Samples	MS-15-30300_E1	1/29/18 19:50	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110742.svs	WPRDUSBNR5BZ1
110743	Human IBD Samples	MS-15-30300_F1	1/29/18 19:50	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110743.svs	WPRDUSBNR5BZ1
110744	Human IBD Samples	MS-15-29232_J1	1/29/18 19:51	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110744.svs	WPRDUSBNR5BZ1
110745	Human IBD Samples	MS-15-29232_K1	1/29/18 19:52	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110745.svs	WPRDUSBNR5BZ1
110746	Human IBD Samples	MS-15-19569_F1	1/29/18 19:53	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110746.svs	WPRDUSBNR5BZ1
110747	Human IBD Samples	MS-15-19569_G1	1/29/18 19:54	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110747.svs	WPRDUSBNR5BZ1
110748	Human IBD Samples	MS-15-20862_C1	1/29/18 19:54	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110748.svs	WPRDUSBNR5BZ1
110749	Human IBD Samples	MS-15-20862_D1	1/29/18 19:55	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110749.svs	WPRDUSBNR5BZ1
110751	Human IBD Samples	MS-15-32267_D1	1/29/18 19:56	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110751.svs	WPRDUSBNR5BZ1
110752	Human IBD Samples	MS-15-21573_G1	1/29/18 19:57	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110752.svs	WPRDUSBNR5BZ1
110753	Human IBD Samples	MS-15-21573_H1	1/29/18 19:58	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110753.svs	WPRDUSBNR5BZ1
110754	Human IBD Samples	MS-15-16697_B1	1/29/18 19:58	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110754.svs	WPRDUSBNR5BZ1
110755	Human IBD Samples	MS-15-16697_C1	1/29/18 19:59	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110755.svs	WPRDUSBNR5BZ1
110756	Human IBD Samples	MS-16-21453_C1	1/29/18 20:00	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110756.svs	WPRDUSBNR5BZ1
110758	Human IBD Samples	MS-16-21453_E1	1/29/18 20:01	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110758.svs	WPRDUSBNR5BZ1
110759	Human IBD Samples	MS-15-21140_E1	1/29/18 20:02	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110759.svs	WPRDUSBNR5BZ1
110760	Human IBD Samples	MS-15-21140_F1	1/29/18 20:03	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110760.svs	WPRDUSBNR5BZ1
110762	Human IBD Samples	MS-15-14090_b1	1/29/18 20:04	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110762.svs	WPRDUSBNR5BZ1
110763	Human IBD Samples	MS-15-14200_D1	1/29/18 20:05	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110763.svs	WPRDUSBNR5BZ1
110764	Human IBD Samples	MS-15-14200_E1	1/29/18 20:05	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110764.svs	WPRDUSBNR5BZ1
110765	Human IBD Samples	MS-15-14641_B1	1/29/18 20:06	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110765.svs	WPRDUSBNR5BZ1
110766	Human IBD Samples	MS-15-14641_C1	1/29/18 20:07	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110766.svs	WPRDUSBNR5BZ1
110767	Human IBD Samples	MS-15-14696_Q1	1/29/18 20:08	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110767.svs	WPRDUSBNR5BZ1
110768	Human IBD Samples	MS-15-14696_R1	1/29/18 20:09	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110768.svs	WPRDUSBNR5BZ1
110771	Human IBD Samples	MS-15-14793_C1	1/29/18 20:10	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110771.svs	WPRDUSBNR5BZ1
110772	Human IBD Samples	MS-15-15419_A1	1/29/18 20:11	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110772.svs	WPRDUSBNR5BZ1
110773	Human IBD Samples	MS-15-15419_B1	1/29/18 20:11	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110773.svs	WPRDUSBNR5BZ1
110774	Human IBD Samples	MS-15-15675	1/29/18 20:12	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110774.svs	WPRDUSBNR5BZ1
110775	Human IBD Samples	MS-15-15675	1/29/18 20:13	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110775.svs	WPRDUSBNR5BZ1
110776	Human IBD Samples	MS-15-15676	1/29/18 20:13	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110776.svs	WPRDUSBNR5BZ1
110777	Human IBD Samples	MS-15-15676	1/29/18 20:14	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110777.svs	WPRDUSBNR5BZ1
110778	Human IBD Samples	MS-15-15861_C1	1/29/18 20:15	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110778.svs	WPRDUSBNR5BZ1
110779	Human IBD Samples	MS-15-15861_D1	1/29/18 20:16	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110779.svs	WPRDUSBNR5BZ1
110780	Human IBD Samples	MS-15-15953_D1	1/29/18 20:16	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110780.svs	WPRDUSBNR5BZ1
110781	Human IBD Samples	MS-15-15953_E1	1/29/18 20:17	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110781.svs	WPRDUSBNR5BZ1
110782	Human IBD Samples	MS-15-16595_B1	1/29/18 20:18	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110782.svs	WPRDUSBNR5BZ1
110783	Human IBD Samples	MS-15-16595_C1	1/29/18 20:19	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110783.svs	WPRDUSBNR5BZ1
110784	Human IBD Samples	MS-15-16293_E1	1/29/18 20:19	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110784.svs	WPRDUSBNR5BZ1
110785	Human IBD Samples	MS-15-16293_F1	1/29/18 20:20	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110785.svs	WPRDUSBNR5BZ1
110786	Human IBD Samples	MS-15-16226_K1	1/29/18 20:21	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110786.svs	WPRDUSBNR5BZ1
110787	Human IBD Samples	MS-15-16226_L1	1/29/18 20:22	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110787.svs	WPRDUSBNR5BZ1
110788	Human IBD Samples	MS-16-13246	1/29/18 20:22	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110788.svs	WPRDUSBNR5BZ1
110790	Human IBD Samples	MS-16-11312_D1	1/29/18 20:23	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110790.svs	WPRDUSBNR5BZ1
110791	Human IBD Samples	MS-16-11312_E1	1/29/18 20:24	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110791.svs	WPRDUSBNR5BZ1
110793	Human IBD Samples	MS-15-22518_B1	1/29/18 20:25	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110793.svs	WPRDUSBNR5BZ1
110795	Human IBD Samples	MS-15-16698_B1	1/29/18 20:26	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110795.svs	WPRDUSBNR5BZ1
110796	Human IBD Samples	MS-15-16698_C1	1/29/18 20:27	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110796.svs	WPRDUSBNR5BZ1
110797	Human IBD Samples	MS-15-16868_I1	1/29/18 20:28	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110797.svs	WPRDUSBNR5BZ1
110798	Human IBD Samples	MS-15-16868_J1	1/29/18 20:28	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110798.svs	WPRDUSBNR5BZ1
110799	Human IBD Samples	MS-15-16950_F1	1/29/18 20:29	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110799.svs	WPRDUSBNR5BZ1
110800	Human IBD Samples	MS-15-16950_G1	1/29/18 20:30	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110800.svs	WPRDUSBNR5BZ1
110801	Human IBD Samples	MS-15-16947_E1	1/29/18 20:31	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110801.svs	WPRDUSBNR5BZ1
110802	Human IBD Samples	MS-15-16947_F1	1/29/18 20:31	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110802.svs	WPRDUSBNR5BZ1
110803	Human IBD Samples	MS-15-17000_C1	1/29/18 20:32	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110803.svs	WPRDUSBNR5BZ1
110804	Human IBD Samples	MS-15-17000_D1	1/29/18 20:33	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110804.svs	WPRDUSBNR5BZ1
110806	Human IBD Samples	MS-15-17001_A1	1/29/18 20:34	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110806.svs	WPRDUSBNR5BZ1
110807	Human IBD Samples	MS-15-17001_B1	1/29/18 20:34	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110807.svs	WPRDUSBNR5BZ1
110808	Human IBD Samples	MS-15-17098_B1	1/29/18 20:35	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110808.svs	WPRDUSBNR5BZ1
110809	Human IBD Samples	MS-15-17098_C1	1/29/18 20:36	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110809.svs	WPRDUSBNR5BZ1
110810	Human IBD Samples	MS-15-17090_C1	1/29/18 20:37	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110810.svs	WPRDUSBNR5BZ1
110811	Human IBD Samples	MS-15-17090_D1	1/29/18 20:38	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110811.svs	WPRDUSBNR5BZ1
110812	Human IBD Samples	MS-15-17120_C1	1/29/18 20:39	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110812.svs	WPRDUSBNR5BZ1
110813	Human IBD Samples	MS-15-17120_D1	1/29/18 20:39	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110813.svs	WPRDUSBNR5BZ1
110814	Human IBD Samples	MS-15-17362_C1	1/29/18 20:40	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110814.svs	WPRDUSBNR5BZ1
110815	Human IBD Samples	MS-15-17362_D1	1/29/18 20:41	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-29\110815.svs	WPRDUSBNR5BZ1
110885	Human IBD Samples	MS-15-18335_C1	1/31/18 15:48	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110885.svs	WPRDUSBNR5BZ1
110886	Human IBD Samples	MS-15-18335_D1	1/31/18 15:49	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110886.svs	WPRDUSBNR5BZ1
110887	Human IBD Samples	MS-15-18330_B1	1/31/18 15:49	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110887.svs	WPRDUSBNR5BZ1
110888	Human IBD Samples	MS-15-18330_C1	1/31/18 15:50	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110888.svs	WPRDUSBNR5BZ1
110889	Human IBD Samples	MS-15-18979_C1	1/31/18 15:51	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110889.svs	WPRDUSBNR5BZ1
110890	Human IBD Samples	MS-15-18979_D1	1/31/18 15:51	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110890.svs	WPRDUSBNR5BZ1
110891	Human IBD Samples	MS-15-19042_C1	1/31/18 15:52	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110891.svs	WPRDUSBNR5BZ1
110893	Human IBD Samples	MS-15-19042_D1	1/31/18 15:53	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110893.svs	WPRDUSBNR5BZ1
110894	Human IBD Samples	MS-15-19249_G1	1/31/18 15:54	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110894.svs	WPRDUSBNR5BZ1
110895	Human IBD Samples	MS-15-19249_H1	1/31/18 15:54	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110895.svs	WPRDUSBNR5BZ1
110896	Human IBD Samples	MS-15-19519_H1	1/31/18 15:55	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110896.svs	WPRDUSBNR5BZ1
110897	Human IBD Samples	MS-15-19519_I1	1/31/18 15:56	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110897.svs	WPRDUSBNR5BZ1
110898	Human IBD Samples	MS-15-19354_G1	1/31/18 15:56	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110898.svs	WPRDUSBNR5BZ1
110899	Human IBD Samples	MS-15-19354_H1	1/31/18 15:57	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110899.svs	WPRDUSBNR5BZ1
110900	Human IBD Samples	MS-15-20031_F1	1/31/18 15:58	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110900.svs	WPRDUSBNR5BZ1
110901	Human IBD Samples	MS-15-20031_G1	1/31/18 15:59	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110901.svs	WPRDUSBNR5BZ1
110902	Human IBD Samples	MS-15-30129_H1	1/31/18 15:59	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110902.svs	WPRDUSBNR5BZ1
110903	Human IBD Samples	MS-15-30129_I1	1/31/18 16:00	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110903.svs	WPRDUSBNR5BZ1
110904	Human IBD Samples	MS-15-27915_I1	1/31/18 16:01	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110904.svs	WPRDUSBNR5BZ1
110905	Human IBD Samples	MS-15-27915_H1	1/31/18 16:02	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110905.svs	WPRDUSBNR5BZ1
110906	Human IBD Samples	MS-16-02600_D1	1/31/18 16:02	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110906.svs	WPRDUSBNR5BZ1
110907	Human IBD Samples	MS-16-02600_E1	1/31/18 16:03	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110907.svs	WPRDUSBNR5BZ1
110909	Human IBD Samples	MS-16-07297_E1	1/31/18 16:04	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110909.svs	WPRDUSBNR5BZ1
110910	Human IBD Samples	MS-16-07297_F1	1/31/18 16:05	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110910.svs	WPRDUSBNR5BZ1
110911	Human IBD Samples	MS-16-07297_G1	1/31/18 16:05	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110911.svs	WPRDUSBNR5BZ1
110912	Human IBD Samples	MS-15-19782_B1	1/31/18 16:06	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110912.svs	WPRDUSBNR5BZ1
110913	Human IBD Samples	MS-15-19782_C1	1/31/18 16:07	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110913.svs	WPRDUSBNR5BZ1
110914	Human IBD Samples	MS-15-19658_A1	1/31/18 16:07	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110914.svs	WPRDUSBNR5BZ1
110915	Human IBD Samples	MS-15-19658_B1	1/31/18 16:08	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110915.svs	WPRDUSBNR5BZ1
110916	Human IBD Samples	MS-15-19775_A1	1/31/18 16:09	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110916.svs	WPRDUSBNR5BZ1
110917	Human IBD Samples	MS-15-19775_B1	1/31/18 16:09	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110917.svs	WPRDUSBNR5BZ1
110918	Human IBD Samples	MS-15-19775_C1	1/31/18 16:10	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110918.svs	WPRDUSBNR5BZ1
110919	Human IBD Samples	MS-15-19814_A1	1/31/18 16:11	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110919.svs	WPRDUSBNR5BZ1
110920	Human IBD Samples	MS-15-19814_B1	1/31/18 16:12	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110920.svs	WPRDUSBNR5BZ1
110922	Human IBD Samples	MS-15-20028_D1	1/31/18 16:12	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110922.svs	WPRDUSBNR5BZ1
110923	Human IBD Samples	MS-15-20028_E1	1/31/18 16:13	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110923.svs	WPRDUSBNR5BZ1
110924	Human IBD Samples	MS-15-20198_G1	1/31/18 16:13	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110924.svs	WPRDUSBNR5BZ1
110925	Human IBD Samples	MS-15-20198_H1	1/31/18 16:14	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110925.svs	WPRDUSBNR5BZ1
110926	Human IBD Samples	MS-15-21298_D1	1/31/18 16:15	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110926.svs	WPRDUSBNR5BZ1
110927	Human IBD Samples	MS-15-21298_E1	1/31/18 16:16	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110927.svs	WPRDUSBNR5BZ1
110928	Human IBD Samples	MS-15-20358_A1	1/31/18 16:17	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110928.svs	WPRDUSBNR5BZ1
110930	Human IBD Samples	MS-15-20358_B1	1/31/18 16:17	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110930.svs	WPRDUSBNR5BZ1
110931	Human IBD Samples	MS-15-20509_F1	1/31/18 16:18	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110931.svs	WPRDUSBNR5BZ1
110932	Human IBD Samples	MS-15-20509_G1	1/31/18 16:19	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110932.svs	WPRDUSBNR5BZ1
110933	Human IBD Samples	MS-15-20907_E1	1/31/18 16:20	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110933.svs	WPRDUSBNR5BZ1
110934	Human IBD Samples	MS-15-20907_F1	1/31/18 16:20	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110934.svs	WPRDUSBNR5BZ1
110935	Human IBD Samples	MS-15-19912_C1	1/31/18 16:21	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110935.svs	WPRDUSBNR5BZ1
110936	Human IBD Samples	MS-15-19912_D1	1/31/18 16:22	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110936.svs	WPRDUSBNR5BZ1
110937	Human IBD Samples	MS-15-20380_D1	1/31/18 16:22	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110937.svs	WPRDUSBNR5BZ1
110938	Human IBD Samples	MS-15-20380_E1	1/31/18 16:23	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110938.svs	WPRDUSBNR5BZ1
110939	Human IBD Samples	MS-15-20943	1/31/18 16:24	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110939.svs	WPRDUSBNR5BZ1
110941	Human IBD Samples	MS-15-20943	1/31/18 16:25	\\RNDUSSHNAS02\aperio_2\Immunology\2018-01-31\110941.svs	WPRDUSBNR5BZ1
